i_id,i_n,j_id,j_n,alpha
14,32,64,9,-.81060469
14,32,65,35,.089395314
14,32,66,21,-.31060469
14,32,67,17,-.81060469
14,32,68,12,-.81060469
14,32,69,7,-.81060469
14,32,70,33,.58939528
14,32,71,17,-.31060469
14,32,72,22,-.31060469
14,32,73,41,.58939528
15,22,1,24,-.26479757
15,22,2,27,-.06479755
15,22,3,25,-.06479755
15,22,4,17,.13520245
15,22,5,19,-.06479755
15,22,6,19,-.06479755
15,22,7,22,-.26479757
15,22,8,29,.37014514
15,22,9,25,.13520245
15,22,10,23,-.26479757
15,22,11,26,-.06479755
15,22,12,24,-.26479757
15,22,13,26,-.06479755
15,22,14,18,-.06479755
15,22,15,20,.13520245
15,22,16,19,.13520245
15,22,17,21,.13520245
15,22,18,28,-.51060468
15,22,19,22,-.11060469
15,22,20,22,-.51060468
15,22,21,23,-.51060468
15,22,22,26,-.31060469
15,22,23,20,-.11060469
15,22,24,20,-.31060469
15,22,25,31,-.51060468
15,22,26,25,-.31060469
15,22,27,27,-.51060468
15,22,28,30,-.51060468
15,22,29,22,-.51060468
15,22,30,26,-.31060469
15,22,31,29,-.31060469
15,22,32,41,-.11060469
15,22,33,30,-.11060469
15,22,34,20,-.51060468
15,22,35,24,-.31060469
15,22,36,38,-.11060469
15,22,37,27,-.31060469
15,22,38,24,-.31060469
15,22,39,23,-.31060469
15,22,40,29,-.31060469
15,22,41,43,-.11060469
15,22,42,37,-.11060469
15,22,43,18,-.31060469
15,22,44,18,-.31060469
15,22,45,10,-.51060468
15,22,46,19,-.31060469
15,22,47,17,-.31060469
15,22,48,13,-.51060468
15,22,49,40,-.11060469
15,22,50,30,-.31060469
15,22,51,19,-.31060469
15,22,52,13,-.51060468
15,22,53,11,-.51060468
15,22,54,29,-.31060469
15,22,55,40,-.11060469
15,22,56,7,-.51060468
15,22,57,25,-.31060469
15,22,58,8,-.51060468
15,22,59,3,-.51060468
15,22,60,32,-.31060469
15,22,61,14,-.31060469
15,22,62,34,-.11060469
15,22,63,31,-.11060469
15,22,64,9,-.51060468
15,22,65,35,-.31060469
15,22,66,21,-.31060469
15,22,67,17,-.51060468
15,22,68,12,-.51060468
15,22,69,7,-.51060468
15,22,70,33,-.11060469
15,22,71,17,-.31060469
15,22,72,22,-.31060469
15,22,73,41,-.11060469
16,30,1,24,-.46479756
16,30,2,27,-.06479755
16,30,3,25,.23520246
16,30,4,17,.23520246
16,30,5,19,.23520246
16,30,6,19,.23520246
16,30,7,22,-.46479756
16,30,8,29,.81935585
16,30,9,25,.23520246
16,30,10,23,-.46479756
16,30,11,26,.23520246
16,30,12,24,-.46479756
16,30,13,26,-.06479755
16,30,14,18,.23520246
16,30,15,20,.23520246
16,30,16,19,.23520246
16,30,17,21,.23520246
16,30,18,28,-.71060467
16,30,19,22,-.01060468
16,30,20,22,-.71060467
16,30,21,23,-.71060467
16,30,22,26,-.31060469
16,30,23,20,-.01060468
16,30,24,20,-.01060468
16,30,25,31,-.71060467
16,30,26,25,-.01060468
16,30,27,27,-.71060467
16,30,28,30,-.71060467
16,30,29,22,-.71060467
16,30,30,26,-.31060469
16,30,31,29,-.01060468
16,30,32,41,-.01060468
16,30,33,30,-.01060468
16,30,34,20,-.71060467
16,30,35,24,-.31060469
16,30,36,38,-.01060468
16,30,37,27,-.01060468
16,30,38,24,-.31060469
16,30,39,23,-.31060469
16,30,40,29,-.01060468
16,30,41,43,-.01060468
16,30,42,37,-.01060468
16,30,43,18,-.31060469
16,30,44,18,-.31060469
16,30,45,10,-.71060467
16,30,46,19,-.31060469
16,30,47,17,-.31060469
16,30,48,13,-.71060467
16,30,49,40,-.01060468
16,30,50,30,-.01060468
16,30,51,19,-.31060469
16,30,52,13,-.71060467
16,30,53,11,-.71060467
16,30,54,29,-.01060468
16,30,55,40,-.01060468
16,30,56,7,-.71060467
16,30,57,25,-.01060468
16,30,58,8,-.71060467
16,30,59,3,-.71060467
16,30,60,32,-.01060468
16,30,61,14,-.31060469
16,30,62,34,-.01060468
16,30,63,31,-.01060468
16,30,64,9,-.71060467
16,30,65,35,-.01060468
16,30,66,21,-.31060469
16,30,67,17,-.71060467
16,30,68,12,-.71060467
16,30,69,7,-.71060467
16,30,70,33,-.01060468
16,30,71,17,-.31060469
16,30,72,22,-.31060469
16,30,73,41,-.01060468
17,24,1,24,-.56479752
17,24,2,27,-.06479755
17,24,3,25,.33520246
17,24,4,17,.83520246
17,24,5,19,.33520246
17,24,6,19,.33520246
17,24,7,22,-.56479752
17,24,8,29,.91935587
17,24,9,25,.83520246
17,24,10,23,-.56479752
17,24,11,26,.33520246
17,24,12,24,-.56479752
17,24,13,26,-.06479755
17,24,14,18,.33520246
17,24,15,20,.83520246
17,24,16,19,.83520246
17,24,17,21,.83520246
17,24,18,28,-.81060469
17,24,19,22,.58939528
17,24,20,22,-.81060469
17,24,21,23,-.81060469
17,24,22,26,-.31060469
17,24,23,20,.58939528
17,24,24,20,.089395314
17,24,25,31,-.81060469
17,24,26,25,.089395314
17,24,27,27,-.81060469
17,24,28,30,-.81060469
17,24,29,22,-.81060469
17,24,30,26,-.31060469
17,24,31,29,.089395314
17,24,32,41,.58939528
17,24,33,30,.58939528
17,24,34,20,-.81060469
17,24,35,24,-.31060469
17,24,36,38,.58939528
17,24,37,27,.089395314
17,24,38,24,-.31060469
17,24,39,23,-.31060469
17,24,40,29,.089395314
17,24,41,43,.58939528
17,24,42,37,.58939528
17,24,43,18,-.31060469
17,24,44,18,-.31060469
17,24,45,10,-.81060469
17,24,46,19,-.31060469
17,24,47,17,-.31060469
17,24,48,13,-.81060469
17,24,49,40,.58939528
17,24,50,30,.089395314
17,24,51,19,-.31060469
17,24,52,13,-.81060469
17,24,53,11,-.81060469
17,24,54,29,.089395314
17,24,55,40,.58939528
17,24,56,7,-.81060469
17,24,57,25,.089395314
17,24,58,8,-.81060469
17,24,59,3,-.81060469
17,24,60,32,.089395314
17,24,61,14,-.31060469
17,24,62,34,.58939528
17,24,63,31,.58939528
17,24,64,9,-.81060469
17,24,65,35,.089395314
17,24,66,21,-.31060469
17,24,67,17,-.81060469
17,24,68,12,-.81060469
17,24,69,7,-.81060469
17,24,70,33,.58939528
17,24,71,17,-.31060469
17,24,72,22,-.31060469
17,24,73,41,.58939528
18,26,1,24,-.56479752
18,26,2,27,-.06479755
18,26,3,25,.33520246
18,26,4,17,.83520246
18,26,5,19,.33520246
18,26,6,19,.33520246
18,26,7,22,-.56479752
18,26,8,29,.33520246
18,26,9,25,.83520246
18,26,10,23,-.56479752
18,26,11,26,.33520246
18,26,12,24,-.21375445
18,26,13,26,.28624555
18,26,14,18,.33520246
18,26,15,20,.83520246
18,26,16,19,.83520246
18,26,17,21,.83520246
18,26,18,28,-.81060469
18,26,19,22,.58939528
18,26,20,22,-.81060469
18,26,21,23,-.81060469
18,26,22,26,-.31060469
18,26,23,20,.58939528
18,26,24,20,.089395314
18,26,25,31,-.81060469
18,26,26,25,.089395314
18,26,27,27,-.81060469
18,26,28,30,-.81060469
18,26,29,22,-.81060469
18,26,30,26,-.31060469
18,26,31,29,.089395314
18,26,32,41,.58939528
18,26,33,30,.58939528
18,26,34,20,-.81060469
18,26,35,24,-.31060469
18,26,36,38,.58939528
18,26,37,27,.089395314
18,26,38,24,-.31060469
18,26,39,23,-.31060469
18,26,40,29,.089395314
18,26,41,43,.58939528
18,26,42,37,.58939528
18,26,43,18,-.31060469
18,26,44,18,-.31060469
18,26,45,10,-.81060469
18,26,46,19,-.31060469
18,26,47,17,-.31060469
18,26,48,13,-.81060469
18,26,49,40,.58939528
18,26,50,30,.089395314
18,26,51,19,-.31060469
18,26,52,13,-.81060469
18,26,53,11,-.81060469
18,26,54,29,.089395314
18,26,55,40,.58939528
18,26,56,7,-.81060469
18,26,57,25,.089395314
18,26,58,8,-.81060469
18,26,59,3,-.81060469
18,26,60,32,.089395314
18,26,61,14,-.31060469
18,26,62,34,.58939528
18,26,63,31,.58939528
18,26,64,9,-.81060469
18,26,65,35,.089395314
18,26,66,21,-.31060469
18,26,67,17,-.81060469
18,26,68,12,-.81060469
18,26,69,7,-.81060469
18,26,70,33,.58939528
18,26,71,17,-.31060469
18,26,72,22,-.31060469
18,26,73,41,.58939528
19,30,1,24,-.06479755
19,30,2,27,-.06479755
19,30,3,25,-.06479755
19,30,4,17,-.06479755
19,30,5,19,-.06479755
19,30,6,19,-.06479755
19,30,7,22,-.06479755
19,30,8,29,-.06479755
19,30,9,25,-.06479755
19,30,10,23,-.06479755
19,30,11,26,-.06479755
19,30,12,24,.8893953
19,30,13,26,.8893953
19,30,14,18,.16267118
19,30,15,20,-.06479755
19,30,16,19,-.06479755
19,30,17,21,-.06479755
19,30,18,28,-.31060469
19,30,19,22,-.31060469
19,30,20,22,-.31060469
19,30,21,23,-.31060469
19,30,22,26,-.31060469
19,30,23,20,-.31060469
19,30,24,20,-.31060469
19,30,25,31,-.31060469
19,30,26,25,-.31060469
19,30,27,27,-.31060469
19,30,28,30,-.31060469
19,30,29,22,-.31060469
19,30,30,26,-.31060469
19,30,31,29,-.31060469
19,30,32,41,-.31060469
19,30,33,30,-.31060469
19,30,34,20,-.31060469
19,30,35,24,-.31060469
19,30,36,38,-.31060469
19,30,37,27,-.31060469
19,30,38,24,-.31060469
19,30,39,23,-.31060469
19,30,40,29,-.31060469
19,30,41,43,-.31060469
19,30,42,37,-.31060469
19,30,43,18,-.31060469
19,30,44,18,-.31060469
19,30,45,10,-.31060469
19,30,46,19,-.31060469
19,30,47,17,-.31060469
19,30,48,13,-.31060469
19,30,49,40,-.31060469
19,30,50,30,-.31060469
19,30,51,19,-.31060469
19,30,52,13,-.31060469
19,30,53,11,-.31060469
19,30,54,29,-.31060469
19,30,55,40,-.31060469
19,30,56,7,-.31060469
19,30,57,25,-.31060469
19,30,58,8,-.31060469
19,30,59,3,-.31060469
19,30,60,32,-.31060469
19,30,61,14,-.31060469
19,30,62,34,-.31060469
19,30,63,31,-.31060469
19,30,64,9,-.31060469
19,30,65,35,-.31060469
19,30,66,21,-.31060469
19,30,67,17,-.31060469
19,30,68,12,-.31060469
19,30,69,7,-.31060469
19,30,70,33,-.31060469
19,30,71,17,-.31060469
19,30,72,22,-.31060469
19,30,73,41,-.31060469
20,19,1,24,-.56479752
20,19,2,27,-.06479755
20,19,3,25,.33520246
20,19,4,17,.83520246
20,19,5,19,.33520246
20,19,6,19,.33520246
20,19,7,22,-.56479752
20,19,8,29,.33520246
20,19,9,25,.83520246
20,19,10,23,-.56479752
20,19,11,26,.33520246
20,19,12,24,.019355834
20,19,13,26,.51935583
20,19,14,18,1.2893953
20,19,15,20,.83520246
20,19,16,19,.83520246
20,19,17,21,.83520246
20,19,18,28,-.81060469
20,19,19,22,.58939528
20,19,20,22,-.81060469
20,19,21,23,-.81060469
20,19,22,26,-.31060469
20,19,23,20,.58939528
20,19,24,20,.089395314
20,19,25,31,-.81060469
20,19,26,25,.089395314
20,19,27,27,-.81060469
20,19,28,30,-.81060469
20,19,29,22,-.81060469
20,19,30,26,-.31060469
20,19,31,29,.089395314
20,19,32,41,.58939528
20,19,33,30,.58939528
20,19,34,20,-.81060469
20,19,35,24,-.31060469
20,19,36,38,.58939528
20,19,37,27,.089395314
20,19,38,24,-.31060469
20,19,39,23,-.31060469
20,19,40,29,.089395314
20,19,41,43,.58939528
20,19,42,37,.58939528
20,19,43,18,-.31060469
20,19,44,18,-.31060469
20,19,45,10,-.81060469
20,19,46,19,-.31060469
20,19,47,17,-.31060469
20,19,48,13,-.81060469
20,19,49,40,.58939528
20,19,50,30,.089395314
20,19,51,19,-.31060469
20,19,52,13,-.81060469
20,19,53,11,-.81060469
20,19,54,29,.089395314
20,19,55,40,.58939528
20,19,56,7,-.81060469
20,19,57,25,.089395314
20,19,58,8,-.81060469
20,19,59,3,-.81060469
20,19,60,32,.089395314
20,19,61,14,-.31060469
20,19,62,34,.58939528
20,19,63,31,.58939528
20,19,64,9,-.81060469
20,19,65,35,.089395314
20,19,66,21,-.31060469
20,19,67,17,-.81060469
20,19,68,12,-.81060469
20,19,69,7,-.81060469
20,19,70,33,.58939528
20,19,71,17,-.31060469
20,19,72,22,-.31060469
20,19,73,41,.58939528
21,25,1,24,-.46479756
21,25,2,27,-.06479755
21,25,3,25,.23520246
21,25,4,17,.23520246
21,25,5,19,.23520246
21,25,6,19,.23520246
21,25,7,22,-.46479756
21,25,8,29,.23520246
21,25,9,25,.23520246
21,25,10,23,-.46479756
21,25,11,26,.23520246
21,25,12,24,-.46479756
21,25,13,26,-.06479755
21,25,14,18,.23520246
21,25,15,20,.67014515
21,25,16,19,1.1893953
21,25,17,21,.23520246
21,25,18,28,-.71060467
21,25,19,22,-.01060468
21,25,20,22,-.71060467
21,25,21,23,-.71060467
21,25,22,26,-.31060469
21,25,23,20,-.01060468
21,25,24,20,-.01060468
21,25,25,31,-.71060467
21,25,26,25,-.01060468
21,25,27,27,-.71060467
21,25,28,30,-.71060467
21,25,29,22,-.71060467
21,25,30,26,-.31060469
21,25,31,29,-.01060468
21,25,32,41,-.01060468
21,25,33,30,-.01060468
21,25,34,20,-.71060467
21,25,35,24,-.31060469
21,25,36,38,-.01060468
21,25,37,27,-.01060468
21,25,38,24,-.31060469
21,25,39,23,-.31060469
21,25,40,29,-.01060468
21,25,41,43,-.01060468
21,25,42,37,-.01060468
21,25,43,18,-.31060469
21,25,44,18,-.31060469
21,25,45,10,-.71060467
21,25,46,19,-.31060469
21,25,47,17,-.31060469
21,25,48,13,-.71060467
21,25,49,40,-.01060468
21,25,50,30,-.01060468
21,25,51,19,-.31060469
21,25,52,13,-.71060467
21,25,53,11,-.71060467
21,25,54,29,-.01060468
21,25,55,40,-.01060468
21,25,56,7,-.71060467
21,25,57,25,-.01060468
21,25,58,8,-.71060467
21,25,59,3,-.71060467
21,25,60,32,-.01060468
21,25,61,14,-.31060469
21,25,62,34,-.01060468
21,25,63,31,-.01060468
21,25,64,9,-.71060467
21,25,65,35,-.01060468
21,25,66,21,-.31060469
21,25,67,17,-.71060467
21,25,68,12,-.71060467
21,25,69,7,-.71060467
21,25,70,33,-.01060468
21,25,71,17,-.31060469
21,25,72,22,-.31060469
21,25,73,41,-.01060468
22,32,1,24,-.06479755
22,32,2,27,-.06479755
22,32,3,25,-.06479755
22,32,4,17,-.06479755
22,32,5,19,-.06479755
22,32,6,19,-.06479755
22,32,7,22,-.06479755
22,32,8,29,-.06479755
22,32,9,25,-.06479755
22,32,10,23,-.06479755
22,32,11,26,-.06479755
22,32,12,24,-.06479755
22,32,13,26,-.06479755
22,32,14,18,-.06479755
22,32,15,20,.51935583
22,32,16,19,-.06479755
22,32,17,21,.8893953
22,32,18,28,-.31060469
22,32,19,22,-.31060469
22,32,20,22,-.31060469
22,32,21,23,-.31060469
22,32,22,26,-.31060469
22,32,23,20,-.31060469
22,32,24,20,-.31060469
22,32,25,31,-.31060469
22,32,26,25,-.31060469
22,32,27,27,-.31060469
22,32,28,30,-.31060469
22,32,29,22,-.31060469
22,32,30,26,-.31060469
22,32,31,29,-.31060469
22,32,32,41,-.31060469
22,32,33,30,-.31060469
22,32,34,20,-.31060469
22,32,35,24,-.31060469
22,32,36,38,-.31060469
22,32,37,27,-.31060469
22,32,38,24,-.31060469
22,32,39,23,-.31060469
22,32,40,29,-.31060469
22,32,41,43,-.31060469
22,32,42,37,-.31060469
22,32,43,18,-.31060469
22,32,44,18,-.31060469
22,32,45,10,-.31060469
22,32,46,19,-.31060469
22,32,47,17,-.31060469
22,32,48,13,-.31060469
22,32,49,40,-.31060469
22,32,50,30,-.31060469
22,32,51,19,-.31060469
22,32,52,13,-.31060469
22,32,53,11,-.31060469
22,32,54,29,-.31060469
22,32,55,40,-.31060469
22,32,56,7,-.31060469
22,32,57,25,-.31060469
22,32,58,8,-.31060469
22,32,59,3,-.31060469
22,32,60,32,-.31060469
22,32,61,14,-.31060469
22,32,62,34,-.31060469
22,32,63,31,-.31060469
22,32,64,9,-.31060469
22,32,65,35,-.31060469
22,32,66,21,-.31060469
22,32,67,17,-.31060469
22,32,68,12,-.31060469
22,32,69,7,-.31060469
22,32,70,33,-.31060469
22,32,71,17,-.31060469
22,32,72,22,-.31060469
22,32,73,41,-.31060469
23,18,1,24,-.56479752
23,18,2,27,-.06479755
23,18,3,25,.33520246
23,18,4,17,.83520246
23,18,5,19,.33520246
23,18,6,19,.33520246
23,18,7,22,-.56479752
23,18,8,29,.33520246
23,18,9,25,.83520246
23,18,10,23,-.56479752
23,18,11,26,.33520246
23,18,12,24,-.56479752
23,18,13,26,-.06479755
23,18,14,18,.33520246
23,18,15,20,.83520246
23,18,16,19,.83520246
23,18,17,21,.83520246
23,18,18,28,-.81060469
23,18,19,22,.58939528
23,18,20,22,-.81060469
23,18,21,23,-.81060469
23,18,22,26,-.31060469
23,18,23,20,.58939528
23,18,24,20,.089395314
23,18,25,31,-.81060469
23,18,26,25,.089395314
23,18,27,27,-.81060469
23,18,28,30,-.81060469
23,18,29,22,-.81060469
23,18,30,26,-.31060469
23,18,31,29,.089395314
23,18,32,41,.58939528
23,18,33,30,.58939528
23,18,34,20,-.81060469
23,18,35,24,-.31060469
23,18,36,38,.58939528
23,18,37,27,.089395314
23,18,38,24,-.31060469
23,18,39,23,-.31060469
23,18,40,29,.089395314
23,18,41,43,.58939528
23,18,42,37,.58939528
23,18,43,18,-.31060469
23,18,44,18,-.31060469
23,18,45,10,-.81060469
23,18,46,19,-.31060469
23,18,47,17,-.31060469
23,18,48,13,-.81060469
23,18,49,40,.58939528
23,18,50,30,.089395314
23,18,51,19,-.31060469
23,18,52,13,-.81060469
23,18,53,11,-.81060469
23,18,54,29,.089395314
23,18,55,40,.58939528
23,18,56,7,-.81060469
23,18,57,25,.089395314
23,18,58,8,-.81060469
23,18,59,3,-.81060469
23,18,60,32,.089395314
23,18,61,14,-.31060469
23,18,62,34,.58939528
23,18,63,31,.58939528
23,18,64,9,-.81060469
23,18,65,35,.089395314
23,18,66,21,-.31060469
23,18,67,17,-.81060469
23,18,68,12,-.81060469
23,18,69,7,-.81060469
23,18,70,33,.58939528
23,18,71,17,-.31060469
23,18,72,22,-.31060469
23,18,73,41,.58939528
24,24,1,24,-.71060467
24,24,2,27,-.31060469
24,24,3,25,-.01060468
24,24,4,17,-.01060468
24,24,5,19,-.01060468
24,24,6,19,-.01060468
24,24,7,22,-.71060467
24,24,8,29,-.01060468
24,24,9,25,-.01060468
24,24,10,23,-.71060467
24,24,11,26,-.01060468
24,24,12,24,-.71060467
24,24,13,26,-.31060469
24,24,14,18,-.01060468
24,24,15,20,-.01060468
24,24,16,19,-.01060468
24,24,17,21,-.01060468
24,24,18,28,.48939529
24,24,19,22,1.1893953
24,24,20,22,-.46479756
24,24,21,23,-.46479756
24,24,22,26,-.06479755
24,24,23,20,.23520246
24,24,24,20,.23520246
24,24,25,31,-.46479756
24,24,26,25,.23520246
24,24,27,27,-.46479756
24,24,28,30,-.46479756
24,24,29,22,-.46479756
24,24,30,26,-.06479755
24,24,31,29,.23520246
24,24,32,41,.23520246
24,24,33,30,.23520246
24,24,34,20,-.46479756
24,24,35,24,-.06479755
24,24,36,38,.23520246
24,24,37,27,.23520246
24,24,38,24,-.06479755
24,24,39,23,-.06479755
24,24,40,29,.23520246
24,24,41,43,.23520246
24,24,42,37,.23520246
24,24,43,18,-.31060469
24,24,44,18,-.31060469
24,24,45,10,-.71060467
24,24,46,19,-.31060469
24,24,47,17,-.31060469
24,24,48,13,-.71060467
24,24,49,40,-.01060468
24,24,50,30,-.01060468
24,24,51,19,-.31060469
24,24,52,13,-.71060467
24,24,53,11,-.71060467
24,24,54,29,-.01060468
24,24,55,40,-.01060468
24,24,56,7,-.71060467
24,24,57,25,-.01060468
24,24,58,8,-.71060467
24,24,59,3,-.71060467
24,24,60,32,-.01060468
24,24,61,14,-.31060469
24,24,62,34,-.01060468
24,24,63,31,-.01060468
24,24,64,9,-.71060467
24,24,65,35,-.01060468
24,24,66,21,-.31060469
24,24,67,17,-.71060467
24,24,68,12,-.71060467
24,24,69,7,-.71060467
24,24,70,33,-.01060468
24,24,71,17,-.31060469
24,24,72,22,-.31060469
24,24,73,41,-.01060468
25,24,1,24,-.81060469
25,24,2,27,-.31060469
25,24,3,25,.089395314
25,24,4,17,.58939528
25,24,5,19,.089395314
25,24,6,19,.089395314
25,24,7,22,-.81060469
25,24,8,29,.089395314
25,24,9,25,.58939528
25,24,10,23,-.81060469
25,24,11,26,.089395314
25,24,12,24,-.81060469
25,24,13,26,-.31060469
25,24,14,18,.089395314
25,24,15,20,.58939528
25,24,16,19,.58939528
25,24,17,21,.58939528
25,24,18,28,.3893953
25,24,19,22,1.7893953
25,24,20,22,-.56479752
25,24,21,23,-.56479752
25,24,22,26,-.06479755
25,24,23,20,.83520246
25,24,24,20,.33520246
25,24,25,31,-.56479752
25,24,26,25,.33520246
25,24,27,27,-.56479752
25,24,28,30,-.56479752
25,24,29,22,-.56479752
25,24,30,26,-.06479755
25,24,31,29,.33520246
25,24,32,41,.83520246
25,24,33,30,.83520246
25,24,34,20,-.56479752
25,24,35,24,-.06479755
25,24,36,38,.83520246
25,24,37,27,.33520246
25,24,38,24,-.06479755
25,24,39,23,-.06479755
25,24,40,29,.33520246
25,24,41,43,.83520246
25,24,42,37,.83520246
25,24,43,18,-.31060469
25,24,44,18,-.31060469
25,24,45,10,-.81060469
25,24,46,19,-.31060469
25,24,47,17,-.31060469
25,24,48,13,-.81060469
25,24,49,40,.58939528
25,24,50,30,.089395314
25,24,51,19,-.31060469
25,24,52,13,-.81060469
25,24,53,11,-.81060469
25,24,54,29,.089395314
25,24,55,40,.58939528
25,24,56,7,-.81060469
25,24,57,25,.089395314
25,24,58,8,-.81060469
25,24,59,3,-.81060469
25,24,60,32,.089395314
25,24,61,14,-.31060469
25,24,62,34,.58939528
25,24,63,31,.58939528
25,24,64,9,-.81060469
25,24,65,35,.089395314
25,24,66,21,-.31060469
25,24,67,17,-.81060469
25,24,68,12,-.81060469
25,24,69,7,-.81060469
25,24,70,33,.58939528
25,24,71,17,-.31060469
25,24,72,22,-.31060469
25,24,73,41,.58939528
26,25,1,24,-.81060469
26,25,2,27,-.31060469
26,25,3,25,.089395314
26,25,4,17,.58939528
26,25,5,19,.089395314
26,25,6,19,.089395314
26,25,7,22,-.81060469
26,25,8,29,.089395314
26,25,9,25,.58939528
26,25,10,23,-.81060469
26,25,11,26,.089395314
26,25,12,24,-.81060469
26,25,13,26,-.31060469
26,25,14,18,.089395314
26,25,15,20,.58939528
26,25,16,19,.58939528
26,25,17,21,.58939528
26,25,18,28,-.56479752
26,25,19,22,.83520246
26,25,20,22,-.21375445
26,25,21,23,-.56479752
26,25,22,26,-.06479755
26,25,23,20,.83520246
26,25,24,20,.33520246
26,25,25,31,-.56479752
26,25,26,25,.33520246
26,25,27,27,-.56479752
26,25,28,30,-.56479752
26,25,29,22,-.56479752
26,25,30,26,-.06479755
26,25,31,29,.33520246
26,25,32,41,.83520246
26,25,33,30,.83520246
26,25,34,20,-.56479752
26,25,35,24,-.06479755
26,25,36,38,.83520246
26,25,37,27,.33520246
26,25,38,24,-.06479755
26,25,39,23,-.06479755
26,25,40,29,.33520246
26,25,41,43,.83520246
26,25,42,37,.83520246
26,25,43,18,-.31060469
26,25,44,18,-.31060469
26,25,45,10,-.81060469
26,25,46,19,-.31060469
26,25,47,17,-.31060469
26,25,48,13,-.81060469
26,25,49,40,.58939528
26,25,50,30,.089395314
26,25,51,19,-.31060469
26,25,52,13,-.81060469
26,25,53,11,-.81060469
26,25,54,29,.089395314
26,25,55,40,.58939528
26,25,56,7,-.81060469
26,25,57,25,.089395314
26,25,58,8,-.81060469
26,25,59,3,-.81060469
26,25,60,32,.089395314
26,25,61,14,-.31060469
26,25,62,34,.58939528
26,25,63,31,.58939528
26,25,64,9,-.81060469
26,25,65,35,.089395314
26,25,66,21,-.31060469
26,25,67,17,-.81060469
26,25,68,12,-.81060469
26,25,69,7,-.81060469
26,25,70,33,.58939528
26,25,71,17,-.31060469
26,25,72,22,-.31060469
26,25,73,41,.58939528
27,19,1,24,-.51060468
27,19,2,27,-.31060469
27,19,3,25,-.31060469
27,19,4,17,-.11060469
27,19,5,19,-.31060469
27,19,6,19,-.31060469
27,19,7,22,-.51060468
27,19,8,29,-.31060469
27,19,9,25,-.11060469
27,19,10,23,-.51060468
27,19,11,26,-.31060469
27,19,12,24,-.51060468
27,19,13,26,-.31060469
27,19,14,18,-.31060469
27,19,15,20,-.11060469
27,19,16,19,-.11060469
27,19,17,21,-.11060469
27,19,18,28,-.26479757
27,19,19,22,.13520245
27,19,20,22,.68939531
27,19,21,23,-.26479757
27,19,22,26,-.06479755
27,19,23,20,.13520245
27,19,24,20,-.06479755
27,19,25,31,-.26479757
27,19,26,25,-.06479755
27,19,27,27,-.26479757
27,19,28,30,-.26479757
27,19,29,22,-.26479757
27,19,30,26,-.06479755
27,19,31,29,-.06479755
27,19,32,41,.13520245
27,19,33,30,.13520245
27,19,34,20,-.26479757
27,19,35,24,-.06479755
27,19,36,38,.13520245
27,19,37,27,-.06479755
27,19,38,24,-.06479755
27,19,39,23,-.06479755
27,19,40,29,-.06479755
27,19,41,43,.13520245
27,19,42,37,.13520245
27,19,43,18,-.31060469
27,19,44,18,-.31060469
27,19,45,10,-.51060468
27,19,46,19,-.31060469
27,19,47,17,-.31060469
27,19,48,13,-.51060468
27,19,49,40,-.11060469
27,19,50,30,-.31060469
27,19,51,19,-.31060469
27,19,52,13,-.51060468
27,19,53,11,-.51060468
27,19,54,29,-.31060469
27,19,55,40,-.11060469
27,19,56,7,-.51060468
27,19,57,25,-.31060469
27,19,58,8,-.51060468
27,19,59,3,-.51060468
27,19,60,32,-.31060469
27,19,61,14,-.31060469
27,19,62,34,-.11060469
27,19,63,31,-.11060469
27,19,64,9,-.51060468
27,19,65,35,-.31060469
27,19,66,21,-.31060469
27,19,67,17,-.51060468
27,19,68,12,-.51060468
27,19,69,7,-.51060468
27,19,70,33,-.11060469
27,19,71,17,-.31060469
27,19,72,22,-.31060469
27,19,73,41,-.11060469
28,25,1,24,-.31060469
28,25,2,27,-.31060469
28,25,3,25,-.31060469
28,25,4,17,-.31060469
28,25,5,19,-.31060469
28,25,6,19,-.31060469
28,25,7,22,-.31060469
28,25,8,29,-.31060469
28,25,9,25,-.31060469
28,25,10,23,-.31060469
28,25,11,26,-.31060469
28,25,12,24,-.31060469
28,25,13,26,-.31060469
28,25,14,18,-.31060469
28,25,15,20,-.31060469
28,25,16,19,-.31060469
28,25,17,21,-.31060469
28,25,18,28,-.06479755
28,25,19,22,-.06479755
28,25,20,22,-.06479755
28,25,21,23,.28624555
28,25,22,26,-.06479755
28,25,23,20,-.06479755
28,25,24,20,-.06479755
28,25,25,31,-.06479755
28,25,26,25,-.06479755
28,25,27,27,-.06479755
28,25,28,30,-.06479755
28,25,29,22,-.06479755
28,25,30,26,-.06479755
28,25,31,29,-.06479755
28,25,32,41,-.06479755
28,25,33,30,-.06479755
28,25,34,20,-.06479755
28,25,35,24,-.06479755
28,25,36,38,-.06479755
28,25,37,27,-.06479755
28,25,38,24,-.06479755
28,25,39,23,-.06479755
28,25,40,29,-.06479755
28,25,41,43,-.06479755
28,25,42,37,-.06479755
28,25,43,18,-.31060469
28,25,44,18,-.31060469
28,25,45,10,-.31060469
28,25,46,19,-.31060469
28,25,47,17,-.31060469
28,25,48,13,-.31060469
28,25,49,40,-.31060469
28,25,50,30,-.31060469
28,25,51,19,-.31060469
28,25,52,13,-.31060469
28,25,53,11,-.31060469
28,25,54,29,-.31060469
28,25,55,40,-.31060469
28,25,56,7,-.31060469
28,25,57,25,-.31060469
28,25,58,8,-.31060469
