i_id,i_n,j_id,j_n,alpha,mu
21,19,16,27,-.06479755,0.6995478576256369
21,19,17,18,-.31060469,0.4423330134234136
21,19,18,40,-.11060469,0.7589092586237519
21,19,19,19,-.31060469,0.4662402498804563
21,19,20,13,-.51060468,0.3414429832975635
21,19,21,7,-.51060468,0.18820531890276262
21,19,22,25,-.31060469,0.47596275206969035
21,19,23,8,-.51060468,0.21144717474594094
21,19,24,32,-.31060469,0.5725603729020956
21,19,25,34,-.11060469,0.6510929022174924
21,19,26,9,-.51060468,0.23736361197570244
21,19,27,12,-.51060468,0.31858199448763413
21,19,28,7,-.51060468,0.18820531890276268
21,19,29,17,-.31060469,0.41835896888917723
21,19,30,22,-.31060469,0.5375666269214437
22,32,1,25,-.01060468,0.9151988224366986
22,32,2,17,-.01060468,0.5179601029176383
22,32,3,19,-.01060468,0.7288802962923056
22,32,4,23,-.71060467,0.6504476108978382
22,32,5,26,-.31060469,0.9004270433729172
22,32,6,18,-.01060468,0.7070569813825648
22,32,7,28,-.46479756,1.1069443208729688
22,32,8,22,.23520246,0.8953698222748868
22,32,9,20,.23520246,0.8149773677075783
22,32,10,25,.23520246,1.2900754544228785
22,32,11,26,-.06479755,1.1942442520601222
22,32,12,41,.23520246,1.5660136359206067
22,32,13,30,.23520246,1.1376705670785252
22,32,14,24,-.06479755,1.1054742428361173
22,32,15,38,.23520246,1.5316033365841837
22,32,16,27,.23520246,1.3905642769713125
22,32,17,18,-.31060469,0.6513803340885914
22,32,18,40,-.01060468,1.2351070261100638
22,32,19,19,-.31060469,0.6865861704108667
22,32,20,13,-.71060467,0.411665610665795
22,32,21,7,-.71060467,0.22691243143554543
22,32,22,25,-.01060468,0.9461208307370131
22,32,23,8,-.71060467,0.25493430696593256
22,32,24,32,-.01060468,1.1381380019794225
22,32,25,34,-.01060468,1.0596384337668285
22,32,26,9,-.71060467,0.2861808297541127
22,32,27,12,-.71060467,0.3841029329151094
22,32,28,7,-.71060467,0.2269124314355455
22,32,29,17,-.31060469,0.6160761160802978
22,32,30,22,-.31060469,0.7916215123282782
23,13,1,25,-.31060469,0.32564466156554095
23,13,2,17,-.31060469,0.18429978086071402
23,13,3,19,-.31060469,0.2593490852358655
23,13,4,23,-.31060469,0.4660655109965043
23,13,5,26,-.31060469,0.4324793636655647
23,13,6,18,-.31060469,0.25158394631326564
23,13,7,28,-.31060469,0.6203085229129394
23,13,8,22,-.31060469,0.24915997496635725
23,13,9,20,-.31060469,0.22678868048093176
23,13,10,25,-.31060469,0.35899709810638764
23,13,11,26,-.31060469,0.4485980014469529
23,13,12,41,-.31060469,0.4357840845379321
23,13,13,30,-.31060469,0.3165864684751698
23,13,14,24,-.31060469,0.4152530230996665
23,13,15,38,-.31060469,0.4262085224540272
23,13,16,27,-.31060469,0.38696073043760976
23,13,17,18,-.06479755,0.4000407071895495
23,13,18,40,.28624555,0.798255405983545
23,13,19,19,-.06479755,0.42166212699994093
23,13,20,13,.19224873,0.48771453378923135
23,13,21,7,-.06479755,0.20789575292302984
23,13,22,25,-.06479755,0.4304550421417056
23,13,23,8,-.06479755,0.23356922032563013
23,13,24,32,-.06479755,0.5178167795158798
23,13,25,34,-.06479755,0.4821019597536561
23,13,26,9,-.06479755,0.26219708941230246
23,13,27,12,-.06479755,0.35191270893861537
23,13,28,7,-.06479755,0.2078957529230298
23,13,29,17,-.06479755,0.3783588669501249
23,13,30,22,-.06479755,0.4861688525818996
24,23,1,25,-.01060468,0.6590842021490072
24,23,2,17,-.01060468,0.37301110185825387
24,23,3,19,-.01060468,0.5249061480049856
24,23,4,23,-.71060467,0.46842252651388294
24,23,5,26,-.31060469,0.6484462446037245
24,23,6,18,-.01060468,0.5091899978713595
24,23,7,28,-.71060467,0.6234455857926081
24,23,8,22,-.01060468,0.5042840331504005
24,23,9,20,-.01060468,0.45900594781013276
24,23,10,25,-.01060468,0.7265874245926678
24,23,11,26,-.31060469,0.6726140339032655
24,23,12,41,-.01060468,0.881999429335375
24,23,13,30,-.01060468,0.6407509921489489
24,23,14,24,-.31060469,0.6226175998481808
24,23,15,38,-.01060468,0.8626190972093758
24,23,16,27,-.01060468,0.7831840480889887
24,23,17,18,-.06479755,0.5998087216625642
24,23,18,40,.23520246,1.1373201303107991
24,23,19,19,-.06479755,0.6322272129408921
24,23,20,13,-.46479756,0.37907287548642504
24,23,21,7,-.46479756,0.20894712999896345
24,23,22,25,1.1893953,2.262170962241386
24,23,23,8,-.46479756,0.234750434085129
24,23,24,32,.23520246,1.0480284164520326
24,23,25,34,.23520246,0.9757438797588271
24,23,26,9,-.46479756,0.2635230809504109
24,23,27,12,-.46479756,0.35369241318800787
24,23,28,7,-.46479756,0.2089471299989635
24,23,29,17,-.06479755,0.5672996378529029
24,23,30,22,-.06479755,0.7289466115285447
25,21,1,25,-.31060469,0.4982445537308317
25,21,2,17,-.11060469,0.34441520202428483
25,21,3,19,-.31060469,0.3968106481851104
25,21,4,23,-.51060468,0.583830354832258
25,21,5,26,-.31060469,0.6617043451946
25,21,6,18,-.31060469,0.3849297895874331
25,21,7,28,-.51060468,0.777047295912072
25,21,8,22,-.11060469,0.4656244446609441
25,21,9,20,-.11060469,0.42381748279827264
25,21,10,25,-.31060469,0.549274623685734
25,21,11,26,-.31060469,0.6863662679466188
25,21,12,41,-.11060469,0.8143832988522762
25,21,13,30,-.11060469,0.5916295287428267
25,21,14,24,-.31060469,0.6353476092161603
25,21,15,38,-.11060469,0.7964887081250269
25,21,16,27,-.31060469,0.5920596871490226
25,21,17,18,-.06479755,0.6120723818090522
25,21,18,40,.13520245,1.0501305202335018
25,21,19,19,-.06479755,0.6451536999939269
25,21,20,13,-.26479757,0.47246713997637907
25,21,21,7,-.26479757,0.2604265810108543
25,21,22,25,-.06479755,0.6586070821551445
25,21,23,8,-.26479757,0.2925871867199484
25,21,24,32,.1393953,0.9717499893150696
25,21,25,34,.13520245,0.9009410813697466
25,21,26,9,-.26479757,0.32844870848287094
25,21,27,12,-.26479757,0.44083355390661844
25,21,28,7,-.26479757,0.2604265810108543
25,21,29,17,-.06479755,0.5788986188423253
25,21,30,22,-.06479755,0.7438506187326104
26,55,1,25,.089395314,1.3433218080435236
26,55,2,17,.58939528,1.2534532690929745
26,55,3,19,.089395314,1.0698449052368637
26,55,4,23,-.81060469,0.7816602605388271
26,55,5,26,-.31060469,1.195869245571703
26,55,6,18,.089395314,1.0378128110914586
26,55,7,28,-.81060469,1.040348427837412
26,55,8,22,.58939528,1.6945781687322519
26,55,9,20,.58939528,1.5424272976045714
26,55,10,25,.089395314,1.480904457614119
26,55,11,26,-.31060469,1.2404396570704075
26,55,12,41,.58939528,2.963839581532552
26,55,13,30,.58939528,2.1531568947480513
26,55,14,24,-.31060469,1.1482358724509625
26,55,15,38,.58939528,2.8987146012345866
26,55,16,27,.089395314,1.596257667957109
26,55,17,18,-.06479755,1.1061715746388294
26,55,18,40,.83520246,3.821810357022972
26,55,19,19,-.06479755,1.1659579902904134
26,55,20,13,-.56479752,0.6325618509414529
26,55,21,7,-.56479752,0.34867169836788253
26,55,22,25,.33520246,1.7756767335929609
26,55,23,8,-.56479752,0.3917298722670449
26,55,24,32,.52051574,2.570944841970639
26,55,25,34,.83520246,3.2788552370430626
26,55,26,9,-.56479752,0.439743011519577
26,55,27,12,-.56479752,0.5902092764170025
26,55,28,7,-.56479752,0.3486716983678825
26,55,29,17,-.06479755,1.046218087586954
26,55,30,22,-.06479755,1.3443286034039936
27,43,1,25,.089395314,1.0433422512209471
27,43,2,17,.58939528,0.9735424138467852
27,43,3,19,.089395314,0.830935956822436
27,43,4,23,-.81060469,0.6071063322557981
27,43,5,26,-.31060469,0.9288175799497257
27,43,6,18,.089395314,0.8060570059881136
27,43,7,28,-.81060469,0.8080263896966174
27,43,8,22,.58939528,1.316158935891923
27,43,9,20,.58939528,1.1979851435384834
27,43,10,25,.089395314,1.1502010772091846
27,43,11,26,-.31060469,0.9634348944252722
27,43,12,41,.58939528,2.3019793490568663
27,43,13,30,.58939528,1.6723316396316181
27,43,14,24,-.31060469,0.891821299201911
27,43,15,38,.58939528,2.2513975427108788
27,43,16,27,.089395314,1.2397945591612916
27,43,17,18,-.06479755,0.8591504537555329
27,43,18,40,.83520246,2.968355160885384
27,43,19,19,-.06479755,0.9055858597206937
27,43,20,13,-.56479752,0.4913033508768594
27,43,21,7,-.56479752,0.2708092078412762
27,43,22,25,.33520246,1.3791472375229332
27,43,23,8,-.56479752,0.30425198515674695
27,43,24,32,1.2893953,4.30784073854959
27,43,25,34,.83520246,2.546648304196415
27,43,26,9,-.56479752,0.3415432257931818
27,43,27,12,-.56479752,0.45840860429807734
27,43,28,7,-.56479752,0.27080920784127627
27,43,29,17,-.06479755,0.8125852853984784
27,43,30,22,-.06479755,1.044124217337794
28,15,1,25,-.31060469,0.3678722906119747
28,15,2,17,-.11060469,0.2542944189585818
28,15,3,19,-.31060469,0.292979905136986
28,15,4,23,-.51060468,0.43106343732755237
28,15,5,26,-.31060469,0.48856067036136497
28,15,6,18,-.31060469,0.28420782999027866
28,15,7,28,-.51060468,0.573722615772842
28,15,8,22,-.11060469,0.3437876635875622
28,15,9,20,-.11060469,0.3129200450480587
28,15,10,25,-.31060469,0.4055496692884324
28,15,11,26,-.31060469,0.5067694755469847
28,15,12,41,-.11060469,0.6012891607978743
28,15,13,30,-.11060469,0.4368218544539985
28,15,14,24,-.31060469,0.4691005221974942
28,15,15,38,-.11060469,0.5880769259001632
28,15,16,27,-.31060469,0.43713945623615225
28,15,17,18,-.06479755,0.4519155652187311
28,15,18,40,.13520245,0.775350010405819
28,15,19,19,-.06479755,0.4763407199063383
28,15,20,13,-.26479757,0.34883987736651845
28,15,21,7,-.26479757,0.1922825290820225
28,15,22,25,-.06479755,0.48627384707263965
28,15,23,8,.17014514,0.33373598617134037
28,15,24,32,.23139048,0.7866147033113383
28,15,25,34,.13520245,0.6651979571641607
28,15,26,9,-.26479757,0.2425057691717657
28,15,27,12,-.26479757,0.325483636579508
28,15,28,7,-.26479757,0.1922825290820225
28,15,29,17,-.06479755,0.4274221551464929
28,15,30,22,-.06479755,0.5492122872940234
29,26,1,25,-.01060468,0.7687158880571028
29,26,2,17,-.01060468,0.4350575533219947
29,26,3,19,-.01060468,0.6122187338046081
29,26,4,23,-.71060467,0.546339659304507
29,26,5,26,-.31060469,0.75630841879161
29,26,6,18,-.01060468,0.5938883683256343
29,26,7,28,-.71060467,0.727149164818674
29,26,8,22,-.01060468,0.5881663482636267
29,26,9,20,-.01060468,0.5353567323323376
29,26,10,25,-.01060468,0.8474475575741384
29,26,11,26,-.31060469,0.7844962642189434
29,26,12,41,-.01060468,1.0287107055163724
29,26,13,30,-.01060468,0.7473331424835017
29,26,14,24,-.31060469,0.72618345217
29,26,15,38,-.01060468,1.0061066601265682
29,26,16,27,-.01060468,0.9134584307678059
29,26,17,18,-.06479755,0.6995805583472184
29,26,18,40,.23520246,1.3265013045775107
29,26,19,19,-.06479755,0.7373915227600132
29,26,20,13,-.46479756,0.4421276388779633
29,26,21,7,-.46479756,0.24370327504500333
29,26,22,25,.23520246,1.0161309827645388
29,26,23,8,-.46479756,0.2737986858449117
29,26,24,32,.23520246,1.2223568585548699
29,26,25,34,.23520246,1.1380485537347353
29,26,26,9,-.11375445,0.43661605394508735
29,26,27,12,-.46479756,0.41252540512480673
29,26,28,7,-.46479756,0.2437032750450034
29,26,29,17,-.06479755,0.6616639322936986
29,26,30,22,-.06479755,0.8501991703037292
30,22,1,25,-.31060469,0.5268416836468821
30,22,2,17,-.31060469,0.2981679674330167
30,22,3,19,-.31060469,0.41958590096660314
30,22,4,23,-.31060469,0.7540204630491805
30,22,5,26,-.31060469,0.6996833757406475
30,22,6,18,-.31060469,0.4070231313389148
30,22,7,28,-.31060469,1.0035613205536122
30,22,8,22,-.31060469,0.4031015281430338
30,22,9,20,-.31060469,0.3669083033089468
30,22,10,25,-.31060469,0.5808006637708935
30,22,11,26,-.31060469,0.7257607885439639
30,22,12,41,-.31060469,0.7050298927079789
30,22,13,30,-.31060469,0.5121869563880744
30,22,14,24,-.31060469,0.6718138746004122
30,22,15,38,-.31060469,0.689538144045812
30,22,16,27,-.31060469,0.6260414089052901
30,22,17,18,-.06479755,0.647202747589379
30,22,18,40,-.06479755,0.9091215513051657
30,22,19,19,-.06479755,0.6821827935111516
30,22,20,13,-.06479755,0.6101942103547588
30,22,21,7,-.06479755,0.33634252736233167
30,22,22,25,-.06479755,0.6964083429034885
30,22,23,8,-.06479755,0.3778781469742533
30,22,24,32,-.06479755,0.8377458504285835
30,22,25,34,-.06479755,0.7799649069787002
30,22,26,9,-.06479755,0.4241935223786477
30,22,27,12,-.06479755,0.5693392398408477
30,22,28,7,-.06479755,0.3363425273623318
30,22,29,17,-.06479755,0.6121249509462974
30,22,30,22,-.06479755,0.7865444979185386
31,31,1,25,.089395314,0.8311166626795135
31,31,2,17,.58939528,0.775514766153135
31,31,3,19,.089395314,0.6619157985085983
31,31,4,23,-.81060469,0.48361521654621975
31,31,5,26,-.31060469,0.7398873824792533
31,31,6,18,.089395314,0.6420974593546027
31,31,7,28,-.81060469,0.6436662519664881
31,31,8,22,.58939528,1.048439877781452
31,31,9,20,.58939528,0.9543037419142071
31,31,10,25,.089395314,0.9162394023454906
31,31,11,26,-.31060469,0.7674632108751369
31,31,12,41,.58939528,1.8337351831639221
31,31,13,30,.58939528,1.3321637167453806
31,31,14,24,-.31060469,0.7104164918384348
31,31,15,38,.58939528,1.7934421901087831
31,31,16,27,.089395314,0.9876087307041703
31,31,17,18,-.06479755,0.6843912024355219
31,31,18,40,.83520246,2.3645639118664694
31,31,19,19,-.06479755,0.7213812117932086
31,31,20,13,-.56479752,0.3913676464901122
31,31,21,7,-.56479752,0.215724077866622
31,31,22,25,.33520246,1.0986157687493046
31,31,23,8,-.56479752,0.24236428096454302
31,31,24,32,.33520246,1.3215821017421183
31,31,25,34,.83520246,2.028636180625591
31,31,26,9,-.56479752,0.2720701338892789
31,31,27,12,-.56479752,0.3651639995427636
31,31,28,7,-.56479752,0.215724077866622
31,31,29,17,-.06479755,0.6472978255721429
31,31,30,22,-.06479755,0.8317395695622759
1,29,0,,0,6.7086121791476705
2,29,0,,0,3.9018947754693807
3,27,0,,0,5.983312774338661
4,26,0,,0,5.611917146376851
5,9,0,,0,0.463244885968851
6,28,0,,0,6.4472737039327175
7,31,0,,0,6.771318132324677
8,24,0,,0,5.00685827181425
9,26,0,,0,3.3518529565035857
10,27,0,,0,5.784272094558192
11,22,0,,0,4.252423997114954
12,30,0,,0,6.415849028299642
13,18,0,,0,1.8423396479996816
14,25,0,,0,2.961455730286795
15,19,0,,0,3.0581252612732364
16,27,0,,0,5.541061375721675
17,40,0,,0,5.846901217198885
18,22,0,,0,3.9293709319198618
19,32,0,,0,6.331179590794804
20,6,0,,0,0.39401485481274656
21,19,0,,0,3.0581252612732386
22,32,0,,0,6.631714897297471
23,13,0,,0,1.5298877450164308
24,23,0,,0,3.439352950662991
25,21,0,,0,3.581432415797622
26,55,0,,0,11.697584240211977
27,43,0,,0,7.0565047902179145
28,15,0,,0,1.952386485810975
29,26,0,,0,4.678715702903489
30,22,0,,0,4.004348781002254
31,31,0,,0,4.47775192786864
0,,1,25,0,0.5160314339220795
0,,2,17,0,0.16528668481911804
0,,3,19,0,0.3273087928649371
0,,4,23,0,1.057017466424784
0,,5,26,0,0.9101626511133151
0,,6,18,0,0.3080023865567341
0,,7,28,0,1.8724219690163268
0,,8,22,0,0.30209587036059216
0,,9,20,0,0.25028278547903055
0,,10,25,0,0.6271480950960238
0,,11,26,0,0.9792710150511875
0,,12,41,0,0.9241255159335642
0,,13,30,0,0.4877226536002569
0,,14,24,0,0.8391002241545659
0,,15,38,0,0.8839597503916234
0,,16,27,0,0.7286551180578568
0,,17,18,0,0.4763116841139323
0,,18,40,0,0.9398411075237872
0,,19,19,0,0.5291905164556127
0,,20,13,0,0.423395946340679
0,,21,7,0,0.12863942699420824
0,,22,25,0,0.5514910400604599
0,,23,8,0,0.1623731008147476
0,,24,32,0,0.7980591863670473
0,,25,34,0,0.6917682990398494
0,,26,9,0,0.20461553104597735
0,,27,12,0,0.368597822026052
0,,28,7,0,0.1286394269942083
0,,29,17,0,0.42607955433840633
0,,30,22,0,0.7034886989627582
