i_id,i_n,j_id,j_n,start_mu_ij,alpha,mu
17,40,10,25,4.4215708,.33520246,1.3387347890567172
17,40,11,26,3.0225637,-.06479755,1.121355220401112
17,40,12,41,16.743273,1.4193559,4.805257468519595
17,40,13,30,12.336946,1.2701452,3.0070192314612867
17,40,14,24,2.9039853,-.06479755,1.038003162704061
17,40,15,38,8.9876385,.83520246,2.6204318944852725
17,40,16,27,4.5950313,.33520246,1.44301388124114
17,40,17,18,1.966855,-.31060469,0.6116242676947126
17,40,18,40,7.2115912,.58939528,2.1131541670912424
17,40,19,19,2.0207515,-.31060469,0.6446813659298034
17,40,20,13,1.0138192,-.81060469,0.34975603028300434
17,40,21,7,.74393994,-.81060469,0.19278751269975145
17,40,22,25,3.4579914,.089395314,0.9818068571223747
17,40,23,8,.79530525,-.81060469,0.2165952352569362
17,40,24,32,3.9122705,.089395314,1.1810665846701673
17,40,25,34,6.6487589,.58939528,1.8129435224287096
17,40,26,9,.8435486,-.81060469,0.24314265552061073
17,40,27,12,.97404599,-.81060469,0.32633844741335966
17,40,28,7,.74393994,-.81060469,0.19278751269951686
17,40,29,17,1.9114395,-.31060469,0.5784747923135353
17,40,30,22,2.1744399,-.31060469,0.7433060249215635
18,22,1,25,1.7190458,-.31060469,0.5218861782046355
18,22,2,17,1.7314135,-.11060469,0.36075770353488834
18,22,3,19,1.4986293,-.31060469,0.4156392416474206
18,22,4,23,1.3499649,-.51060468,0.6115328520720958
18,22,5,26,1.7530895,-.31060469,0.6931019509096419
18,22,6,18,1.4586587,-.31060469,0.40319459853662704
18,22,7,28,1.9045405,-.26479757,1.0407184036499657
18,22,8,22,2.5184908,.13520245,0.6236223101360202
18,22,9,20,2.4012866,.13520245,0.5676292045627641
18,22,10,25,2.1980629,-.06479755,0.7356569746679009
18,22,11,26,2.2415931,-.06479755,0.9192671221715669
18,22,12,41,3.4381194,.13520245,1.090723748491969
18,22,13,30,2.9409635,.13520245,0.7923841280730143
18,22,14,24,2.1536531,-.06479755,0.8509365823738028
18,22,15,38,3.3099453,.13520245,1.0667570148267718
18,22,16,27,2.2842941,-.06479755,0.7929600625411332
18,22,17,18,1.4586587,-.31060469,0.5013987215349692
18,22,18,40,2.6558671,-.11060469,0.8602484144821492
18,22,19,19,1.4986293,-.31060469,0.528498346026499
18,22,20,13,1.0149163,-.51060468,0.38703661270979595
18,22,21,7,.74474496,-.51060468,0.21333678625523325
18,22,22,25,1.7190458,-.31060469,0.5395192334760456
18,22,23,8,.79616582,-.51060468,0.2396821781407307
18,22,24,32,1.9448782,-.31060469,0.6490157935916889
18,22,25,34,2.4485884,-.11060469,0.7380350641283809
18,22,26,9,.84446138,-.51060468,0.2690592934404113
18,22,27,12,.97510004,-.51060468,0.3611229445699473
18,22,28,7,.74474496,-.51060468,0.2133367862544657
18,22,29,17,1.4175614,-.31060469,0.4742233678894799
18,22,30,22,1.6126078,-.31060469,0.6093490968139902
19,32,1,25,2.7985911,-.01060468,0.8942210272141784
19,32,2,17,2.3077774,-.01060468,0.5060877103835614
19,32,3,19,2.4397552,-.01060468,0.7121731948138182
19,32,4,23,1.332991,-.71060467,0.6355383299213474
19,32,5,26,2.1143055,-.31060469,0.8797878378323589
19,32,6,18,2.3746831,-.01060468,0.6908500864113771
19,32,7,28,1.8805938,-.46479756,1.0815713802660991
19,32,8,22,3.3568618,.23520246,0.8748464906454068
19,32,9,20,3.2006421,.23520246,0.7962967508559419
19,32,10,25,3.5784266,.23520246,1.260504770696671
19,32,11,26,2.7034631,-.06479755,1.1668702427789717
19,32,12,41,4.5826221,.23520246,1.5301182024959017
19,32,13,30,7.0303564,.81935585,1.993611002056491
19,32,14,24,2.5974033,-.06479755,1.0801349821333064
19,32,15,38,4.4117808,.23520246,1.4964965897147033
19,32,16,27,3.7188101,.23520246,1.3586902327423072
19,32,17,18,1.7592086,-.31060469,0.6364496588845253
19,32,18,40,3.5399687,-.01060468,1.206796618898357
19,32,19,19,1.807415,-.31060469,0.6708485229310529
19,32,20,13,1.0021552,-.71060467,0.4022295812956017
19,32,21,7,.73538089,-.71060467,0.22171123530525194
19,32,22,25,2.7985911,-.01060468,0.9244342514400796
19,32,23,8,.78615522,-.71060467,0.24909080602366024
19,32,24,32,3.1662443,-.01060468,1.1120501118291781
19,32,25,34,3.26369,-.01060468,1.035350012737845
19,32,26,9,.83384353,-.71060467,0.27962110866697865
19,32,27,12,.96283954,-.71060467,0.3752986820643596
19,32,28,7,.73538089,-.71060467,0.22171123530563652
19,32,29,17,1.7096435,-.31060469,0.601954668209655
19,32,30,22,1.9448782,-.31060469,0.773476291626834
20,6,1,25,.89774239,-.31060469,0.16526117337076826
20,6,2,17,.74029732,-.31060469,0.09353031247775342
20,6,3,19,.78263366,-.31060469,0.13161687814606626
20,6,4,23,.86108422,-.31060469,0.23652287154471824
20,6,5,26,.9155212,-.31060469,0.219478376808786
20,6,6,18,.76175964,-.31060469,0.12767609863510487
20,6,7,28,1.2148242,-.06479755,0.4025191457593887
20,6,8,22,1.0768266,-.06479755,0.16168071236189985
20,6,9,20,1.0267138,-.06479755,0.1471639030830339
20,6,10,25,1.1479009,-.06479755,0.2329540010172909
20,6,11,26,1.1706339,-.06479755,0.29109604324205546
20,6,12,41,1.4700304,-.06479755,0.2827816628106584
20,6,13,30,1.2574625,-.06479755,0.20543406943077874
20,6,14,24,1.1247087,-.06479755,0.26945843250512863
20,6,15,38,1.4152273,-.06479755,0.27656797048707665
20,6,16,27,1.1929337,-.06479755,0.2510996562273953
20,6,17,18,.76175964,-.31060469,0.15877342935637828
20,6,18,40,1.1355642,-.31060469,0.2230284979515161
20,6,19,19,.78263366,-.31060469,0.16735482473649552
20,6,20,13,.64737123,-.31060469,0.14969432916015885
20,6,21,7,.47504061,-.31060469,0.08251235520216793
20,6,22,25,.89774239,-.31060469,0.1708448543372287
20,6,23,8,.5078398,-.31060469,0.0927019772368532
20,6,24,32,1.0156796,-.31060469,0.2055181851198519
20,6,25,34,1.0469385,-.31060469,0.19134342578852
20,6,26,9,.53864545,-.31060469,0.10406417906357095
20,6,27,12,.62197417,-.31060469,0.13967168418418888
20,6,28,7,.47504061,-.31060469,0.08251235520280098
20,6,29,17,.74029732,-.31060469,0.15016805303671757
20,6,30,22,.84215701,-.31060469,0.19295710475658487
21,19,1,25,1.5975443,-.31060469,0.46040700059604156
21,19,2,17,1.6090379,-.11060469,0.31825977208298917
21,19,3,19,1.3927068,-.31060469,0.3666761535899435
21,19,4,23,1.2545499,-.51060468,0.5394931173213912
21,19,5,26,1.6291819,-.31060469,0.6114532201230193
21,19,6,18,1.3555613,-.31060469,0.3556975107673097
21,19,7,28,1.7699283,-.26479757,0.9181197925126662
21,19,8,22,2.3404849,.13520245,0.5501584201553484
21,19,9,20,2.2315648,.13520245,0.5007614091933345
21,19,10,25,2.0427046,-.06479755,0.648995179646043
21,19,11,26,2.0831583,-.06479755,0.8109756987547351
21,19,12,41,3.1951144,.13520245,0.9622344206109115
21,19,13,30,2.7330973,.13520245,0.6990397795172125
21,19,14,24,2.0014336,-.06479755,0.7506946269703373
21,19,15,38,3.0759997,.13520245,0.9410910086477224
21,19,16,27,2.1228409,-.06479755,0.6995478542355459
21,19,17,18,1.3555613,-.31060469,0.4423329966030105
21,19,18,40,2.4681513,-.11060469,0.7589095289334425
21,19,19,19,1.3927068,-.31060469,0.46624023363394157
21,19,20,13,.94318241,-.51060468,0.34144296269801605
21,19,21,7,.69210666,-.51060468,0.18820530686758363
21,19,22,25,1.5975443,-.31060469,0.47596284662413474
21,19,23,8,.73989314,-.51060468,0.21144716141366324
21,19,24,32,1.807415,-.31060469,0.5725605063866416
21,19,25,34,2.2755232,-.11060469,0.6510931434326259
21,19,26,9,.7847752,-.51060468,0.23736359655278838
21,19,27,12,.90618032,-.51060468,0.31858197408372624
21,19,28,7,.69210666,-.51060468,0.1882053068676696
21,19,29,17,1.3173687,-.31060469,0.41835895147685637
21,19,30,22,1.4986293,-.31060469,0.5375666117316213
22,32,1,25,2.7985911,-.01060468,0.9151988972018875
22,32,2,17,2.3077774,-.01060468,0.5179602199554739
22,32,3,19,2.4397552,-.01060468,0.7288803342741351
22,32,4,23,1.332991,-.71060467,0.6504476419885044
22,32,5,26,2.1143055,-.31060469,0.9004270926078641
22,32,6,18,2.3746831,-.01060468,0.7070569926197622
22,32,7,28,1.8805938,-.46479756,1.1069443324553392
22,32,8,22,3.3568618,.23520246,0.8953698635349261
22,32,9,20,3.2006421,.23520246,0.8149773916325387
22,32,10,25,3.5784266,.23520246,1.2900754203248175
22,32,11,26,2.7034631,-.06479755,1.1942442650601455
22,32,12,41,4.5826221,.23520246,1.566013862558239
22,32,13,30,3.91997,.23520246,1.1376707269852984
22,32,14,24,2.5974033,-.06479755,1.1054742515903127
22,32,15,38,4.4117808,.23520246,1.5316034992524221
22,32,16,27,3.7188101,.23520246,1.3905642512505973
22,32,17,18,1.7592086,-.31060469,0.6513803550423746
22,32,18,40,3.5399687,-.01060468,1.2351073386384286
22,32,19,19,1.807415,-.31060469,0.6865861944701684
22,32,20,13,1.0021552,-.71060467,0.41166562151830244
22,32,21,7,.73538089,-.71060467,0.2269124337933212
22,32,22,25,2.7985911,-.01060468,0.9461209020891056
22,32,23,8,.78615522,-.71060467,0.2549343111216488
22,32,24,32,3.1662443,-.01060468,1.138138115882726
22,32,25,34,3.26369,-.01060468,1.0596387005738892
22,32,26,9,.83384353,-.71060467,0.2861808345292369
22,32,27,12,.96283954,-.71060467,0.3841029409369944
22,32,28,7,.73538089,-.71060467,0.22691243379303308
22,32,29,17,1.7096435,-.31060469,0.616076133883353
22,32,30,22,1.9448782,-.31060469,0.7916215447860444
23,13,1,25,1.3214411,-.31060469,0.32564473788955584
23,13,2,17,1.0896882,-.31060469,0.18429992686717267
23,13,3,19,1.1520056,-.31060469,0.2593491387064039
23,13,4,23,1.2674817,-.31060469,0.46606544838190567
23,13,5,26,1.3476107,-.31060469,0.4324793305302743
23,13,6,18,1.1212798,-.31060469,0.25158396717680526
23,13,7,28,1.3984817,-.31060469,0.6203084378588711
23,13,8,22,1.2396215,-.31060469,0.24916014351726623
23,13,9,20,1.1819328,-.31060469,0.22678882925091462
23,13,10,25,1.3214411,-.31060469,0.358997120864602
23,13,11,26,1.3476107,-.31060469,0.4485979596589115
23,13,12,41,1.6922702,-.31060469,0.4357843995407343
23,13,13,30,1.447566,-.31060469,0.31658675911921713
23,13,14,24,1.2947425,-.31060469,0.4152529843487824
23,13,15,38,1.6291819,-.31060469,0.42620876858175916
23,13,16,27,1.3732817,-.31060469,0.38696075423383686
23,13,17,18,1.4337279,-.06479755,0.40004063848144
23,13,18,40,3.0361032,.28624555,0.7982554162466726
23,13,19,19,1.4730153,-.06479755,0.4216620558143471
23,13,20,13,1.5755635,.19224873,0.48771444658960883
23,13,21,7,.89408636,-.06479755,0.20789572472258097
23,13,22,25,1.6896645,-.06479755,0.4304550438626797
23,13,23,8,.95581853,-.06479755,0.23356918593419687
23,13,24,32,1.9116371,-.06479755,0.5178168035602586
23,13,25,34,1.9704704,-.06479755,0.48210212433216026
23,13,26,9,1.0137987,-.06479755,0.2621970489147514
23,13,27,12,1.1706339,-.06479755,0.3519126519138786
23,13,28,7,.89408636,-.06479755,0.20789572472200762
23,13,29,17,1.393333,-.06479755,0.37835880086812945
23,13,30,22,1.5850457,-.06479755,0.4861687745533732
24,23,1,25,2.3726211,-.01060468,0.6590842160325325
24,23,2,17,1.9565134,-.01060468,0.37301115800724005
24,23,3,19,2.068403,-.01060468,0.5249061445440675
24,23,4,23,1.1300981,-.71060467,0.4684225789473087
24,23,5,26,1.7924898,-.31060469,0.6484462952302883
24,23,6,18,2.0132356,-.01060468,0.5091899923342457
24,23,7,28,1.2468989,-.71060467,0.6234456411835897
24,23,8,22,2.2257159,-.01060468,0.5042840925946621
24,23,9,20,2.1221368,-.01060468,0.45900599858269325
24,23,10,25,2.3726211,-.01060468,0.726587426632936
24,23,11,26,1.7924898,-.31060469,0.672614083014829
24,23,12,41,3.0384374,-.01060468,0.8819995904964232
24,23,13,30,2.599076,-.01060468,0.6407511245481136
24,23,14,24,1.7221684,-.31060469,0.6226176445881227
24,23,15,38,2.9251635,-.01060468,0.8626192141394562
24,23,16,27,2.4657001,-.01060468,0.7831840547472706
24,23,17,18,1.9070363,-.06479755,0.5998087296681852
24,23,18,40,3.837435,.23520246,1.1373201245474576
24,23,19,19,1.9592935,-.06479755,0.632227222267521
24,23,20,13,1.086367,-.46479756,0.37907290765172663
24,23,21,7,.79717547,-.46479756,0.20894714934392283
24,23,22,25,7.8773789,1.1893953,2.2621702772422863
24,23,23,8,.85221642,-.46479756,0.2347504558090002
24,23,24,32,3.4323063,.23520246,1.0480283585700931
24,23,25,34,3.5379403,.23520246,0.975743852622004
24,23,26,9,.90391201,-.46479756,0.2635231044124067
24,23,27,12,1.0437477,-.46479756,0.35369244299195157
24,23,28,7,.79717547,-.46479756,0.20894714934417832
24,23,29,17,1.8533062,-.06479755,0.567299644871927
24,23,30,22,2.1083078,-.06479755,0.7289466265830342
25,21,1,25,1.6795222,-.31060469,0.49824465880247676
25,21,2,17,1.6916056,-.11060469,0.34441532257198076
25,21,3,19,1.4641736,-.31060469,0.396810723495766
25,21,4,23,1.318927,-.51060468,0.5838303395978325
25,21,5,26,1.7127833,-.31060469,0.6617043421593557
25,21,6,18,1.4251218,-.31060469,0.38492982702042056
25,21,7,28,1.4552442,-.51060468,0.7770472634413601
25,21,8,22,1.9243585,-.11060469,0.4656245858087909
25,21,9,20,1.8348038,-.11060469,0.42381760439647326
25,21,10,25,1.6795222,-.31060469,0.5492746734068138
25,21,11,26,1.7127833,-.31060469,0.6863662567708703
25,21,12,41,2.6270392,-.11060469,0.814383598451358
25,21,13,30,2.2471666,-.11060469,0.5916297965682797
25,21,14,24,1.645589,-.31060469,0.635347598309443
25,21,15,38,2.5291026,-.11060469,0.796488936820101
25,21,16,27,1.7454107,-.31060469,0.5920597407074326
25,21,17,18,1.8222363,-.06479755,0.6120723329421556
25,21,18,40,3.3178544,.13520245,1.0501306624897842
25,21,19,19,1.8721697,-.06479755,0.6451536505695294
25,21,20,13,1.2678889,-.26479757,0.47246711276400694
25,21,21,7,.93037611,-.26479757,0.2604265689274831
25,21,22,25,2.147526,-.06479755,0.6586071099572623
25,21,23,8,.99461389,-.26479757,0.2925871716629712
25,21,24,32,2.9800479,.1393953,0.9717499743966335
25,21,25,34,3.0589106,.13520245,0.900941196496901
25,21,26,9,1.0549474,-.26479757,0.32844869014122086
25,21,27,12,1.2181482,-.26479757,0.44083352805437404
25,21,28,7,.93037611,-.26479757,0.26042656892685073
25,21,29,17,1.7708954,-.06479755,0.5788985707704744
25,21,30,22,2.0145581,-.06479755,0.7438505684533974
26,55,1,25,4.0548544,.089395314,1.343321907739653
26,55,2,17,5.5128593,.58939528,1.253453038149432
26,55,3,19,3.53494,.089395314,1.0698449631732694
26,55,4,23,1.5812631,-.81060469,0.7816603888791569
26,55,5,26,2.771878,-.31060469,1.195869418130583
26,55,6,18,3.4406579,.089395314,1.0378128651470162
26,55,7,28,1.7446938,-.81060469,1.040348562024753
26,55,8,22,6.27139,.58939528,1.6945779234483125
26,55,9,20,5.9795356,.58939528,1.5424270599281353
26,55,10,25,4.0548544,.089395314,1.4809045629545898
26,55,11,26,2.771878,-.31060469,1.240439827275154
26,55,12,41,8.5613918,.58939528,2.96383947228312
26,55,13,30,7.3234057,.58939528,2.1531566559898585
26,55,14,24,2.6631343,-.31060469,1.1482360309885153
26,55,15,38,8.2422209,.58939528,2.898714486396086
26,55,16,27,4.2139282,.089395314,1.59625779004973
26,55,17,18,2.9490108,-.06479755,1.1061716774875052
26,55,18,40,10.812725,.83520246,3.821810010287042
26,55,19,19,3.0298207,-.06479755,1.1659581005631665
26,55,20,13,1.5200734,-.56479752,0.6325619359500809
26,55,21,7,1.1154289,-.56479752,0.34867174258946515
26,55,22,25,5.184751,.33520246,1.7756767559558164
26,55,23,8,1.1924437,-.56479752,0.3917299236357841
26,55,24,32,7.060142,.52051574,2.5709448108151873
26,55,25,34,9.9688396,.83520246,3.278854801271521
26,55,26,9,1.2647775,-.56479752,0.4397430688712231
26,55,27,12,1.4604393,-.56479752,0.5902093537458093
26,55,28,7,1.1154289,-.56479752,0.34867174258953954
26,55,29,17,2.8659234,-.06479755,1.0462181832799557
26,55,30,22,3.2602541,-.06479755,1.3443287369604004
27,43,1,25,3.5853217,.089395314,1.0433423163009496
27,43,2,17,4.8744969,.58939528,0.973542181812101
27,43,3,19,3.1256111,.089395314,0.8309359963739158
27,43,4,23,1.3981605,-.81060469,0.6071064788688894
27,43,5,26,2.4509079,-.31060469,0.9288177651097331
27,43,6,18,3.0422463,.089395314,0.8060570647223475
27,43,7,28,1.5426667,-.81060469,0.8080265584775518
27,43,8,22,5.5451932,.58939528,1.3161586447388494
27,43,9,20,5.2871342,.58939528,1.197984881286825
27,43,10,25,3.5853217,.089395314,1.1502011761869186
27,43,11,26,2.4509079,-.31060469,0.9634350835750822
27,43,12,41,7.5700245,.58939528,2.3019790460216742
27,43,13,30,6.4753904,.58939528,1.6723312598475686
27,43,14,24,2.3547561,-.31060469,0.8918214749441669
27,43,15,38,7.2878118,.58939528,2.251397272499126
27,43,16,27,3.7259755,.089395314,1.2397946726171456
27,43,17,18,2.6075296,-.06479755,0.8591505847449907
27,43,18,40,9.5606632,.83520246,2.968354619322845
27,43,19,19,2.678982,-.06479755,0.9055859979560419
27,43,20,13,1.3440562,-.56479752,0.491303458443284
27,43,21,7,.98626769,-.56479752,0.27080926519631277
27,43,22,25,4.5843821,.33520246,1.3791472381056926
27,43,23,8,1.0543644,-.56479752,0.30425205130544225
27,43,24,32,13.467484,1.2893953,4.307840072133834
27,43,25,34,8.814496,.83520246,2.546647715830129
27,43,26,9,1.1183224,-.56479752,0.34154329995438226
27,43,27,12,1.2913275,-.56479752,0.4584087035504882
27,43,28,7,.98626769,-.56479752,0.2708092651958356
27,43,29,17,2.5340633,-.06479755,0.812585409478576
27,43,30,22,2.8827326,-.06479755,1.0441243791525825
28,15,1,25,1.4194553,-.31060469,0.3678723754497973
28,15,2,17,1.4296676,-.11060469,0.25429452566361266
28,15,3,19,1.2374525,-.31060469,0.292979965735539
28,15,4,23,1.1146967,-.51060468,0.43106341516731744
28,15,5,26,1.447566,-.31060469,0.48856065464065684
28,15,6,18,1.2044477,-.31060469,0.28420785830037376
28,15,7,28,1.2299058,-.51060468,0.5737225769836635
28,15,8,22,1.6263797,-.11060469,0.34378778317174047
28,15,9,20,1.5506923,-.11060469,0.3129201491294987
28,15,10,25,1.4194553,-.31060469,0.40554970326470513
28,15,11,26,1.447566,-.31060469,0.5067694524345925
28,15,12,41,2.2202535,-.11060469,0.6012894076916114
28,15,13,30,1.8992023,-.11060469,0.43682208164154535
28,15,14,24,1.3907765,-.31060469,0.46910050053552305
28,15,15,38,2.1374817,-.11060469,0.5880771089806607
28,15,16,27,1.4751413,-.31060469,0.437139492331843
28,15,17,18,1.5400708,-.06479755,0.4519155111270529
28,15,18,40,2.8040988,.13520245,0.7753501035923792
28,15,19,19,1.5822723,-.06479755,0.47634066418083665
28,15,20,13,1.0715617,-.26479757,0.34883984698526566
28,15,21,7,.78631133,-.26479757,0.19228251568056787
28,15,22,25,1.8149908,-.06479755,0.48627385687804686
28,15,23,8,1.2986249,.17014514,0.3337359555508205
28,15,24,32,2.7612913,.23139048,0.7866146261751122
28,15,25,34,2.5852513,.13520245,0.6651980348943937
28,15,26,9,.89159322,-.26479757,0.2425057493867267
28,15,27,12,1.0295231,-.26479757,0.32548360821731454
28,15,28,7,.78631133,-.26479757,0.19228251568059995
28,15,29,17,1.4966797,-.06479755,0.4274221028865685
28,15,30,22,1.7026123,-.06479755,0.549212227500373
29,26,1,25,2.5226159,-.01060468,0.7687159161443774
29,26,2,17,2.0802023,-.01060468,0.43505763363077354
29,26,3,19,2.1991656,-.01060468,0.6122187371721665
29,26,4,23,1.2015419,-.71060467,0.546339690055524
29,26,5,26,1.9058093,-.31060469,0.7563084518949124
29,26,6,18,2.1405106,-.01060468,0.5938883575766933
29,26,7,28,1.3257267,-.71060467,0.727149186876137
29,26,8,22,2.3664234,-.01060468,0.588166443287776
29,26,9,20,2.2562962,-.01060468,0.5353568119333398
29,26,10,25,2.5226159,-.01060468,0.8474475572342445
29,26,11,26,1.9058093,-.31060469,0.784496292018492
29,26,12,41,3.2305245,-.01060468,1.0287109459813937
29,26,13,30,2.7633872,-.01060468,0.7473333443727816
29,26,14,24,1.8310424,-.31060469,0.7261834771795926
29,26,15,38,3.1100898,-.01060468,1.0061068404814761
29,26,16,27,2.6215794,-.01060468,0.9134584355021679
29,26,17,18,2.0275974,-.06479755,0.6995805425333499
29,26,18,40,4.0800343,.23520246,1.3265013770429255
29,26,19,19,2.0831583,-.06479755,0.7373915079919846
29,26,20,13,1.1550461,-.46479756,0.44212764908595026
29,26,21,7,.84757215,-.46479756,0.24370328156894044
29,26,22,25,3.2255502,.23520246,1.0161309223168336
29,26,23,8,.90609276,-.46479756,0.2737986929872876
29,26,24,32,3.6492934,.23520246,1.2223568187501024
29,26,25,34,3.7616057,.23520246,1.1380485948027728
29,26,26,9,1.3652275,-.11375445,0.4366160588007799
29,26,27,12,1.1097324,-.46479756,0.4125254138571772
29,26,28,7,.84757215,-.46479756,0.2437032815690977
29,26,29,17,1.9704704,-.06479755,0.6616639157329512
29,26,30,22,2.2415931,-.06479755,0.85019915993193
30,22,1,25,1.7190458,-.31060469,0.5268417846944042
30,22,2,17,1.4175614,-.31060469,0.2981681391747454
30,22,3,19,1.4986293,-.31060469,0.41958597123877256
30,22,4,23,1.6488508,-.31060469,0.7540204145311795
30,22,5,26,1.7530895,-.31060469,0.6996833605678052
30,22,6,18,1.4586587,-.31060469,0.40702316214031997
30,22,7,28,1.819267,-.31060469,1.0035612513604135
30,22,8,22,1.6126078,-.31060469,0.40310173125535576
30,22,9,20,1.5375613,-.31060469,0.3669084813695134
30,22,10,25,1.7190458,-.31060469,0.5808007062132508
30,22,11,26,1.7530895,-.31060469,0.7257607641741995
30,22,12,41,2.2014527,-.31060469,0.7050302801020849
30,22,13,30,1.8831203,-.31060469,0.5121873077133928
30,22,14,24,1.684314,-.31060469,0.6718138512511519
30,22,15,38,2.1193819,-.31060469,0.6895384521750038
30,22,16,27,1.7864847,-.31060469,0.6260414550349893
30,22,17,18,1.8651183,-.06479755,0.6472026854059221
30,22,18,40,2.7803543,-.06479755,0.9091217965271412
30,22,19,19,1.9162269,-.06479755,0.6821827304373926
30,22,20,13,1.5850457,-.06479755,0.6101941564126072
30,22,21,7,1.1631056,-.06479755,0.3363425033566275
30,22,22,25,2.1980629,-.06479755,0.6964083645729604
30,22,23,8,1.2434121,-.06479755,0.3778781168894033
30,22,24,32,2.4868243,-.06479755,0.837745904518392
30,22,25,34,2.56336,-.06479755,0.7799651208856478
30,22,26,9,1.3188378,-.06479755,0.42419348632184395
30,22,27,12,1.5228627,-.06479755,0.5693391894142404
30,22,28,7,1.1631056,-.06479755,0.3363425033567811
30,22,29,17,1.8125691,-.06479755,0.6121248898870767
30,22,30,22,2.0619657,-.06479755,0.7865444329441899
31,31,1,25,3.0442109,.089395314,0.831116706132624
31,31,2,17,4.1388187,.58939528,0.7755145664736026
31,31,3,19,2.6538815,.089395314,0.6619158208404269
31,31,4,23,1.1871446,-.81060469,0.4836153359495322
31,31,5,26,2.0810075,-.31060469,0.7398875297982859
31,31,6,18,2.5830986,.089395314,0.6420974998407676
31,31,7,28,1.3098414,-.81060469,0.6436663901124192
31,31,8,22,4.7082911,.58939528,1.0484396198762167
31,31,9,20,4.4891796,.58939528,0.9543035109231945
31,31,10,25,3.0442109,.089395314,0.9162394724440159
31,31,11,26,2.0810075,-.31060469,0.7674633617070975
31,31,12,41,6.427527,.58939528,1.8337348997106153
31,31,13,30,5.4980993,.58939528,1.3321633803980557
31,31,14,24,1.9993672,-.31060469,0.7104166316163708
31,31,15,38,6.1879067,.58939528,1.793441931518635
31,31,16,27,3.1636369,.089395314,0.987608812182504
31,31,17,18,2.2139912,-.06479755,0.684391304516154
31,31,18,40,8.1177311,.83520246,2.3645634071979784
31,31,19,19,2.2746596,-.06479755,0.7213813194652061
31,31,20,13,1.141206,-.56479752,0.39136773408851494
31,31,21,7,.83741629,-.56479752,0.21572412482482453
31,31,22,25,3.8924892,.33520246,1.0986157513858397
31,31,23,8,.89523572,-.56479752,0.24236433510353353
31,31,24,32,4.4038491,.33520246,1.3215820975753734
31,31,25,34,7.4841781,.83520246,2.028635645695397
31,31,26,9,.94954085,-.56479752,0.27207019454606785
31,31,27,12,1.0964353,-.56479752,0.3651640805140032
31,31,28,7,.83741629,-.56479752,0.2157241248249231
31,31,29,17,2.1516128,-.06479755,0.6472979223827902
31,31,30,22,2.4476593,-.06479755,0.8317396958203815
1,29,0,,5.8000002,0,6.708608633766423
2,29,0,,5.8000002,0,3.901895676944402
3,27,0,,5.4000001,0,5.983309715893283
4,26,0,,5.1999998,0,5.611914153687574
5,9,0,,1.8,0,0.46324501919083816
6,28,0,,5.5999999,0,6.447270244075421
7,31,0,,6.1999998,0,6.771315594966962
8,24,0,,4.8000002,0,5.0068554628921005
9,26,0,,5.1999998,0,3.351853624462716
10,27,0,,5.4000001,0,5.784269323297798
11,22,0,,4.4000001,0,4.252421633440717
12,30,0,,6,0,6.415846661137633
13,18,0,,3.5999999,0,1.8423400769045026
14,25,0,,5,0,2.961456533950857
15,19,0,,3.8,0,3.058123907970737
16,27,0,,5.4000001,0,5.541059075901168
17,40,0,,8,0,5.846902894738779
18,22,0,,4.4000001,0,3.929369284282233
19,32,0,,6.4000001,0,6.331178383858375
20,6,0,,1.2,0,0.39401343695906177
21,19,0,,3.8,0,3.058123907969728
22,32,0,,6.4000001,0,6.631713095632929
23,13,0,,2.5999999,0,1.5298868529569012
24,23,0,,4.5999999,0,3.4393526984346674
25,21,0,,4.1999998,0,3.5814310251167725
26,55,0,,11,0,11.697584203459733
27,43,0,,8.6000004,0,7.056506066200487
28,15,0,,3,0,1.9523856301412603
29,26,0,,5.1999998,0,4.678714661683637
30,22,0,,4.4000001,0,4.004347006077407
31,31,0,,6.1999998,0,4.477752792520009
0,,1,25,5,0,0.5160298264229564
0,,2,17,3.4000001,0,0.16528609984210083
0,,3,19,3.8,0,0.3273077627870922
0,,4,23,4.5999999,0,1.0570170693276009
0,,5,26,5.1999998,0,0.9101615057800025
0,,6,18,3.5999999,0,0.3080017060855758
0,,7,28,5.5999999,0,1.8724220307310835
0,,8,22,4.4000001,0,0.30209463430429967
0,,9,20,4,0,0.2502818342865299
0,,10,25,5,0,0.6271466253845018
0,,11,26,5.1999998,0,0.9792699697944588
0,,12,41,8.1999998,0,0.9241213085948449
0,,13,30,6,0,0.4877202080732173
0,,14,24,4.8000002,0,0.8390992702953659
0,,15,38,7.5999999,0,0.8839559909454174
0,,16,27,5.4000001,0,0.7286534336705925
0,,17,18,3.5999999,0,0.47631115395442586
0,,18,40,8,0,0.9398370801030059
0,,19,19,3.8,0,0.5291899108274682
0,,20,13,2.5999999,0,0.42339590844729974
0,,21,7,1.4,0,0.12863945689734732
0,,22,25,5,0,0.5514894720645646
0,,23,8,1.6,0,0.16237312488784417
0,,24,32,6.4000001,0,0.7980568643178796
0,,25,34,6.8000002,0,0.691765231865132
0,,26,9,1.8,0,0.2046155495869056
0,,27,12,2.4000001,0,0.3685978120994793
0,,28,7,1.4,0,0.1286394568974648
0,,29,17,3.4000001,0,0.4260790991701111
0,,30,22,4.4000001,0,0.7034878799561323
